name,lcd,pld,void_fraction,surface_area_m2g,elements,uptake_0.01,uptake_0.05,uptake_0.1,uptake_0.5,uptake_2.5
hMOF-5021474,11.25,9.75,0.808777,3681.5,"Zn,O,C,H",0.0936356,0.380466,0.699483,2.83576,8.58764
hMOF-5058616,21.25,19.25,0.894309,4849.0,"O,Zn,C,N,H",0.0330223,0.148303,0.310588,1.37737,6.06682
hMOF-18045,5.25,3.25,0.288645,360.0,"O,Zn,C,N,H",0.0699877,0.339224,0.62531,1.531,2.86008
hMOF-5032379,11.25,8.25,0.817398,4030.2,"Zn,O,C,N,H",0.0218864,0.116611,0.259242,1.1119,6.59685
hMOF-17626,7.75,7.25,0.764555,3324.5,"O,Zn,C,N,H,Cl",0.0205777,0.0959743,0.216313,1.02493,6.22286
hMOF-4000013,9.25,5.25,0.715562,2440.0,"O,Zn,C,Cl,H",0.104391,0.487144,0.620601,2.46188,6.76958
hMOF-218,7.75,5.25,0.689639,3532.2,"Zn,O,C,H",0.0398454,0.194012,0.378114,1.746,7.42481
hMOF-5031471,10.75,9.25,0.845534,4635.1,"Zn,O,C,N,H",0.0155115,0.0825527,0.193236,0.778992,3.93913
hMOF-5053898,7.25,5.25,0.655111,2972.0,"O,Zn,C,N,H",0.0524119,0.259007,0.564112,2.37885,8.71511
hMOF-5042845,7.25,5.75,0.581077,2317.3,"O,Zn,C,N,H",0.0203234,0.100398,0.202015,0.996254,4.46546
hMOF-12248,8.75,7.75,0.677664,3119.1,"Zn,O,C,H,F",0.0290944,0.127304,0.255116,1.52002,7.09204
hMOF-25561,4.75,3.75,0.282715,115.4,"O,Zn,C,N,H,Br",0.637813,0.874246,0.975441,1.23023,1.3554
hMOF-5013970,9.75,8.75,0.770456,3449.5,"Zn,O,C,H",0.0139139,0.103903,0.167148,1.10372,4.72658
hMOF-5004327,4.75,3.75,0.3276,414.5,"Zn,O,C,H",0.158854,0.616169,1.18096,2.26771,3.66192
hMOF-19771,4.75,2.75,0.337857,148.1,"O,Zn,C,N,H",1.12288,1.36612,1.5382,2.10097,2.64751
hMOF-10084,12.75,11.25,0.802073,3556.2,"Zn,O,C,H,Cl",0.0190824,0.139568,0.166527,0.825979,4.19779
hMOF-5009175,6.75,4.75,0.619186,2663.7,"Zn,O,C,H",0.0437943,0.24181,0.538645,2.48185,8.52973
hMOF-5020437,8.25,6.25,0.757901,4040.2,"Zn,O,C,H",0.0488814,0.260624,0.558301,2.33855,11.2371
hMOF-5057548,10.75,8.75,0.816482,3425.0,"O,Zn,C,N,H",0.0244162,0.115082,0.223643,1.06239,5.20853
hMOF-21690,6.25,5.75,0.539828,1328.4,"O,Zn,C,N,H",0.0539213,0.289906,0.531812,2.0469,5.19654
hMOF-5041912,7.75,6.25,0.534995,1475.1,"O,Zn,C,N,H",0.0418607,0.209617,0.454353,2.55695,6.8559
hMOF-5001818,6.75,4.25,0.579968,2145.6,"Zn,O,C,H,N",0.0655392,0.343871,0.545685,2.64923,7.05209
hMOF-5016969,5.25,3.25,0.390665,980.6,"Zn,O,C,H,N",0.0283352,0.166345,0.327311,1.39768,4.10278
hMOF-5040387,9.25,8.25,0.737088,3001.8,"O,Zn,C,N,H",0.0465392,0.237562,0.526739,2.38958,10.0516
hMOF-5046110,4.75,3.25,0.226295,222.0,"O,Zn,C,N,H",0.182836,0.571232,0.917596,1.54482,2.20265
hMOF-5023208,9.25,7.75,0.804715,4408.2,"Zn,O,C,N,H",0.00975613,0.0701047,0.120837,0.698121,3.73465
hMOF-13135,16.25,15.25,0.82395,4190.4,"Zn,O,C,H",0.0140358,0.10407,0.188798,0.832732,3.75286
hMOF-5039455,4.25,2.75,0.281646,89.1,"O,Zn,C,N,H,Cl",0.448744,1.25357,1.53908,2.09645,2.50031
hMOF-5034922,8.75,7.75,0.685761,3553.3,"O,Zn,C,N,H",0.0117998,0.0549054,0.108848,0.557241,3.27145
hMOF-18899,5.75,3.75,0.645242,2638.9,"O,Zn,C,N,H",0.105891,0.553789,1.05319,5.17214,11.33
hMOF-4334,9.75,9.25,0.68676,2622.0,"Zn,O,C,H,F",0.246063,0.940559,1.30606,3.59353,9.92198
hMOF-13398,5.25,2.75,0.464175,933.8,"Zn,O,C,H,N",0.146539,0.793873,1.44922,3.66166,5.55022
hMOF-5055902,8.25,6.75,0.671266,2063.5,"O,Zn,C,N,H,Cl",0.0206727,0.116688,0.21966,1.16767,5.8495
hMOF-5047483,4.75,3.25,0.341985,359.5,"O,Zn,C,N,H,Cl",0.149839,0.760853,1.39944,2.47804,3.6727
hMOF-5036855,7.75,6.75,0.664852,2966.5,"O,Zn,C,N,H,Cl",0.0130498,0.0788312,0.152869,0.654352,3.32289
hMOF-6890,16.75,15.25,0.862158,5089.5,"Zn,O,C,H",0.0090726,0.0594306,0.140778,0.79849,2.75226
hMOF-5054114,8.25,7.75,0.702276,2364.2,"O,Zn,C,N,H",0.0308058,0.17435,0.309139,1.43263,7.62946
hMOF-7227,7.75,4.75,0.651292,2399.4,"Zn,O,C,H,N",0.0497098,0.271037,0.558569,2.47573,7.77633
hMOF-5022997,7.25,5.25,0.600868,2205.8,"Zn,O,C,N,H",0.0559911,0.247765,0.447613,2.05636,6.55319
hMOF-5044621,8.75,7.75,0.689076,2553.8,"O,Zn,C,N",0.00587712,0.0444049,0.0858712,0.424458,2.4772
hMOF-3391,8.25,6.25,0.766076,3801.9,"Zn,O,C,N,H,Cl",0.0375803,0.31476,0.431798,1.70499,7.52114
hMOF-23074,6.75,5.75,0.701738,1457.6,"O,Zn,C,N,H,Br",0.0407536,0.19237,0.418779,2.07172,5.23739
hMOF-5046921,4.25,2.25,0.128144,59.5,"O,Zn,C,N,H,F",0.0801405,0.215234,0.425889,0.815505,1.29776
hMOF-22530,6.75,4.25,0.585236,2676.1,"O,Zn,C,N,H",0.0174782,0.0945279,0.183157,0.88964,4.09048
hMOF-26338,11.75,10.75,0.819492,3334.0,"O,Zn,C,N,H,F",0.0286192,0.176448,0.346022,1.62003,7.47931
hMOF-5053943,6.75,4.25,0.688216,1261.7,"O,Zn,C,N,H,Br",0.103077,0.45473,0.869489,3.18777,5.63515
hMOF-5054628,4.75,3.75,0.515253,726.0,"O,Zn,C,N,H",1.22542,2.90056,3.32743,4.91454,6.14972
hMOF-5051226,14.75,13.75,0.805517,4269.0,"O,Zn,C,N,H,F",0.022131,0.0872011,0.201224,1.02248,3.8235
hMOF-5030005,10.25,7.25,0.784777,4341.1,"Zn,O,C,N,H",0.0145507,0.108603,0.196003,0.779469,3.74765
hMOF-5053930,13.25,12.25,0.873008,3576.9,"O,Zn,C,N,H,Cl",0.0135428,0.0739073,0.157724,0.766406,3.98753
hMOF-5006636,15.75,14.25,0.887939,5962.3,"Zn,O,C,H",0.0110433,0.0559961,0.150189,0.580229,2.77889
hMOF-5030088,14.75,8.75,0.879892,5160.8,"Zn,O,C,N,H",0.0194743,0.111347,0.211696,0.997657,4.8962
hMOF-5049865,7.25,5.75,0.678155,2408.9,"O,Zn,C,N,H",0.0842187,0.407523,0.806093,3.41408,9.35751
hMOF-5025349,9.75,6.25,0.782291,4867.1,"Zn,O,C,N,H",0.0128751,0.0622381,0.159285,0.733219,4.0155
hMOF-5009420,17.25,15.75,0.832174,4694.6,"Zn,O,C,H,N",0.0113598,0.0692853,0.151339,0.841938,2.99128
hMOF-7920,4.25,2.75,0.295621,363.1,"Zn,O,C,H",0.0452085,0.232429,0.500174,1.78718,3.39377
hMOF-23639,3.75,2.75,0.339178,20.4,"O,Zn,C,N,H",0.0956718,0.307073,0.729239,2.04675,3.51693
hMOF-5050954,15.25,13.75,0.823623,3589.8,"O,Zn,C,N,H",0.0429614,0.187086,0.366773,1.6375,6.76128
hMOF-5044112,5.75,3.75,0.539328,2353.1,"O,Zn,C,N,H,F",0.0587046,0.287183,0.573379,2.34514,6.81468
hMOF-4394,5.75,2.25,0.281289,269.2,"Zn,O,C,H",0.299522,0.94651,1.33444,2.55195,2.89576
hMOF-5039957,5.25,4.25,0.309426,556.3,"O,Zn,C,N,H",0.0345184,0.146721,0.321529,1.31484,2.61804
hMOF-5030564,9.25,7.75,0.776581,3482.0,"Zn,O,C,N,H",0.0710647,0.306593,0.534796,2.64486,10.5484
hMOF-5057034,8.75,6.75,0.780646,3914.0,"O,Zn,C,N,H,F",0.0559037,0.247178,0.487957,2.40403,11.4794
hMOF-17361,6.75,6.25,0.608934,1504.4,"O,Zn,C,N,H,Br",0.0224551,0.121603,0.263243,1.19271,4.59207
hMOF-5003739,18.25,16.75,0.894536,5442.3,"Zn,O,C,H",0.0123155,0.0593176,0.157841,0.71554,2.84058
hMOF-14814,5.75,4.75,0.529287,1252.6,"Zn,O,C,H,N",0.203023,0.856216,1.5019,4.07495,6.1211
hMOF-5022686,6.25,4.75,0.462876,1030.3,"Zn,O,C,N,H",0.0444417,0.234802,0.407833,1.54396,3.93179
hMOF-5044720,13.75,12.75,0.849594,4180.3,"O,Zn,C,N,H,Br",0.00475554,0.0288575,0.0543645,0.26296,1.51821
hMOF-2260,11.75,10.75,0.791712,4108.7,"Zn,O,C,H",0.0365428,0.117723,0.208663,1.01463,4.4712
hMOF-5022128,7.25,3.25,0.548636,2034.9,"Zn,O,C,H",0.0399611,0.195688,0.321586,1.90498,7.40569
hMOF-5004567,11.75,10.25,0.814665,4682.4,"Zn,O,C,H",0.0315713,0.109723,0.301739,1.29559,4.12963
hMOF-5052961,7.75,5.75,0.70595,3761.1,"O,Zn,C,N,H",0.0153634,0.0824736,0.152155,0.761611,4.71713
hMOF-8809,9.25,7.75,0.725671,2689.8,"Zn,O,C,H",0.0714744,0.314828,0.626852,2.63014,9.6053
hMOF-2734,8.75,7.25,0.800719,4628.0,"Zn,O,C,H",0.0186244,0.0948149,0.237884,1.0067,6.01271
hMOF-5000757,7.75,6.75,0.768912,4645.9,"Zn,O,C,H",0.0151421,0.0748899,0.16261,0.841094,4.93647
hMOF-19728,5.25,3.75,0.461122,610.0,"O,Zn,C,N,H,Br",0.156664,0.662079,1.03681,2.20535,3.20875
hMOF-5007905,11.75,9.75,0.780043,3384.8,"Zn,O,C,H,N",0.0178129,0.121739,0.251315,1.19001,4.77916
hMOF-3000687,22.25,19.75,0.894266,5992.6,"O,Zn,N,C,H",0.00831979,0.04118,0.0787088,0.413835,1.86782
hMOF-5045660,3.25,2.25,0.159266,1.1,"O,Zn,C,N,H",0.0135871,0.0130838,0.116748,0.432471,1.20029
hMOF-15051,12.25,11.25,0.82614,4107.9,"Zn,O,C,H,N",0.0255793,0.165929,0.295059,1.28401,4.95138
hMOF-5050459,9.75,7.75,0.673083,3055.5,"O,Zn,C,N,H",0.0322012,0.148192,0.327171,1.47393,6.05424
hMOF-21469,9.75,8.25,0.742353,3751.8,"O,Zn,C,N,H",0.0148499,0.0787327,0.142756,0.749081,4.02797
hMOF-5006270,5.75,3.75,0.521954,1282.5,"Zn,O,C,H,Cl",0.122636,0.679633,1.42966,4.20163,7.07346
hMOF-6429,3.75,2.25,0.170835,12.4,"Zn,O,C,H,Br",0.00351089,0.0585149,0.0779548,0.415326,0.926031
hMOF-5029748,12.75,8.75,0.828846,3010.7,"Zn,O,C,N,H,Br",0.0144547,0.0730952,0.154561,0.7675,3.423
hMOF-18796,14.75,13.75,0.857618,5591.1,"O,Zn,C,N,H",0.0068239,0.0373893,0.0747786,0.359677,1.91865
hMOF-5056297,18.25,16.75,0.859738,4804.3,"O,Zn,C,N,H",0.010972,0.0442827,0.102063,0.476375,2.36538
hMOF-5029986,9.25,7.75,0.792023,4655.1,"Zn,O,C,N,H",0.0221478,0.103141,0.231619,0.89249,4.95859
hMOF-5014533,5.75,3.75,0.333982,510.9,"Zn,O,C,H",0.646535,1.50319,2.08938,3.24982,4.1275
hMOF-24018,8.75,7.75,0.726692,3768.5,"O,Zn,C,N,H",0.0277771,0.161265,0.30489,1.5492,6.99798
hMOF-11498,12.75,10.75,0.810539,2246.1,"Zn,O,C,H,Br",0.0167608,0.10958,0.177512,0.730619,3.67716
hMOF-5020753,8.75,6.25,0.766042,3809.4,"Zn,O,C,H",0.0445372,0.195539,0.361812,1.94776,8.1988
hMOF-24562,9.75,8.75,0.755939,3623.5,"O,Zn,C,N,H,Cl",0.020437,0.108024,0.17597,0.974871,4.52201
hMOF-5012728,15.25,13.75,0.843114,4283.1,"Zn,O,C,H,F",0.0307266,0.297805,0.635538,1.80289,6.08474
hMOF-5041363,5.75,4.75,0.421616,637.6,"O,Zn,C,N,H",0.160245,0.649691,0.993603,2.66432,4.27219
hMOF-5606,10.75,9.25,0.758964,3266.2,"Zn,O,C,H",0.0288793,0.149284,0.355734,1.72417,6.38204
hMOF-5003790,7.25,5.25,0.627788,2657.0,"Zn,O,C,H",0.0322878,0.177602,0.302006,1.47425,6.79303
hMOF-5025660,18.25,17.25,0.861078,4346.0,"Zn,O,C,N,H,Cl",0.0214748,0.10543,0.176171,0.859379,2.69387
hMOF-5055243,13.25,11.75,0.838586,4099.9,"O,Zn,C,N,H,F",0.0229378,0.0889917,0.218426,1.01961,5.09107
hMOF-5042083,6.75,4.75,0.403444,971.4,"O,Zn,C,N,H",0.0356858,0.186455,0.373779,1.52906,3.57964
hMOF-5054455,17.75,15.75,0.886814,4768.0,"O,Zn,C,N,H",0.0117205,0.0616867,0.11837,0.602405,2.98817
hMOF-5038922,8.75,7.75,0.749893,3972.9,"O,Zn,C,N,H",0.00721877,0.0389813,0.0788289,0.42071,2.27189
hMOF-5037734,3.75,2.25,0.160761,22.2,"O,Zn,C,N,H,Cl",0.174178,0.500295,0.81768,1.12318,1.33116
hMOF-5011341,19.75,18.75,0.876991,3069.7,"Zn,O,C,H,Br",0.00866837,0.043389,0.0898401,0.436434,1.83119
hMOF-26303,5.25,4.75,0.574535,1126.3,"O,Zn,C,N,H",0.640229,2.35832,3.29055,5.63826,7.04807
hMOF-5031024,16.75,15.75,0.894873,5038.6,"Zn,O,C,N,H",0.0248797,0.141402,0.218488,0.972992,4.00467
hMOF-5029470,10.75,9.25,0.790372,2879.6,"Zn,O,C,N,H,Br",0.0313127,0.210309,0.276206,1.02945,3.49881
hMOF-17759,9.25,8.25,0.774908,3710.0,"O,Zn,C,N,H",0.0690415,0.345935,0.691558,2.89329,10.4215
hMOF-24146,5.25,4.75,0.587676,1502.0,"O,Zn,C,N,H",0.202007,0.971271,1.70802,4.98166,7.301
hMOF-4000109,10.25,5.25,0.691553,2177.8,"O,Zn,C,N,H",0.573023,2.04279,3.0751,6.50927,9.41572
hMOF-5053776,7.75,5.75,0.776781,4912.5,"O,Zn,C,N,H",0.017018,0.079048,0.160258,0.863097,4.98052
hMOF-5044908,5.25,4.25,0.534629,1002.3,"O,Zn,C,N,H,Cl",0.497276,1.51995,2.28854,3.86503,5.31828
hMOF-5010701,4.25,3.25,0.408503,694.7,"Zn,O,C,H",0.2123,0.820618,1.56371,4.11908,6.29273
hMOF-16648,11.75,10.75,0.824753,3941.1,"Zn,O,C,H,F",0.159702,0.557448,1.00829,2.3754,7.08285
hMOF-1671,5.25,3.25,0.472427,1282.4,"Zn,O,C,H,N",0.204324,0.894665,1.56263,4.05801,6.19479
hMOF-5014808,4.75,2.75,0.330675,463.3,"Zn,O,C,H",0.274731,1.29182,1.86929,3.54938,4.8566
hMOF-5053913,6.25,5.25,0.702376,2701.7,"O,Zn,C,N,H,F",0.11864,0.598569,1.21129,5.35194,10.897
hMOF-5050974,9.25,8.25,0.740836,3218.3,"O,Zn,C,N,H",0.0173791,0.0927414,0.181059,0.891392,4.57577
hMOF-5010925,4.25,2.25,0.17606,80.6,"Zn,O,C,H,F",0.0765149,0.326689,0.573379,1.07179,1.65839
hMOF-5049565,5.25,4.75,0.460233,888.4,"O,Zn,C,N,H,F",0.510621,1.5956,2.25795,3.5813,4.30845
hMOF-5015487,10.75,9.75,0.706253,3269.7,"Zn,O,C,H,N",0.0387956,0.156851,0.304803,1.09977,3.43557
hMOF-3026,7.25,5.25,0.777781,4464.1,"Zn,O,C,H",0.0501562,0.24354,0.568111,2.64744,12.3492
hMOF-5055536,5.25,3.75,0.490496,1462.3,"O,Zn,C,N,H",0.0501083,0.243884,0.481548,2.00749,5.36522
hMOF-5048656,6.25,4.75,0.480883,1737.7,"O,Zn,C,N,H",0.0240685,0.116904,0.246107,1.20858,4.00251
hMOF-26471,7.75,7.25,0.69683,1644.7,"O,Zn,C,N,H",0.220673,0.923759,1.62469,5.94351,9.07804
hMOF-5025219,10.75,9.75,0.85101,5431.7,"Zn,O,C,N,H",0.0116014,0.061001,0.102666,0.660158,3.20349
hMOF-5011310,18.25,16.75,0.871027,4583.0,"Zn,O,C,H,Cl",0.0398712,0.0886197,0.19882,1.03374,3.54042
hMOF-15054,13.75,12.25,0.839922,4363.0,"Zn,O,C,H,N",0.0184316,0.0780946,0.289898,1.14574,4.26591
hMOF-5004298,4.25,2.25,0.294026,164.1,"Zn,O,C,H,Cl",0.254608,0.947796,1.33252,2.02529,2.397
hMOF-5023590,20.75,19.75,0.898035,5606.2,"Zn,O,C,N,H",0.00942806,0.0645922,0.167398,0.646925,2.60716
hMOF-5020983,7.75,5.75,0.698798,3288.6,"Zn,O,C,H",0.0797547,0.270778,0.644691,2.25208,8.60731
hMOF-5039846,3.75,2.75,0.141988,55.1,"O,Zn,C,N,H,Br",0.0164664,0.0501682,0.0748678,0.414962,1.06249
hMOF-5049683,8.75,7.25,0.689526,3022.0,"O,Zn,C,N,H",0.0130179,0.0729001,0.146451,0.828263,4.53331
hMOF-5048599,6.75,2.75,0.366992,763.9,"O,Zn,C,N,H,F",0.0705686,0.406318,1.01885,3.02253,6.23136
hMOF-5052825,6.75,5.75,0.782977,5184.6,"O,Zn,C,N,H",0.0165237,0.0863806,0.165016,0.921639,5.5482
hMOF-5048867,15.75,13.75,0.863346,4898.4,"O,Zn,C,N,H",0.0121315,0.0482109,0.106347,0.538985,2.73825
hMOF-5008706,8.25,6.25,0.783075,5237.3,"Zn,O,C,H,F",0.0133393,0.0676608,0.147616,0.917117,3.834
hMOF-5019728,9.25,6.75,0.676575,3587.7,"Zn,O,C,H",0.0300405,0.167768,0.274356,1.51779,6.49233
hMOF-5046302,6.75,5.75,0.571246,1962.1,"O,Zn,C,N,H",0.0469775,0.236309,0.482433,1.98564,6.59648
hMOF-5019017,6.75,4.25,0.524435,1822.4,"Zn,O,C,H",0.0331714,0.149007,0.285102,1.35144,5.12871
hMOF-5031843,9.25,7.75,0.763206,3181.4,"Zn,O,C,N,H",0.124434,0.627115,1.13154,3.73876,10.1666
hMOF-13425,5.25,3.75,0.372912,549.0,"Zn,O,C,H,Cl",0.159203,0.511045,0.813804,1.73414,3.43746
hMOF-23987,9.25,8.25,0.787997,4109.0,"O,Zn,C,N,H",0.0354508,0.194979,0.379491,1.76752,8.56555
hMOF-5039507,7.75,6.25,0.647195,2821.8,"O,Zn,C,N,H",0.0139196,0.0582559,0.120636,0.595705,3.11463
hMOF-16577,12.25,11.25,0.817106,3677.0,"Zn,O,C,H,Cl",0.0269581,0.121786,0.28485,1.03084,4.52239
hMOF-14055,20.25,18.75,0.893089,4914.5,"Zn,O,C,H",0.032741,0.114815,0.295467,1.24895,4.69145
hMOF-9063,9.75,8.75,0.715308,2266.6,"Zn,O,C,H,Br",0.0375638,0.133229,0.367388,1.50747,4.97431
hMOF-5057703,5.75,3.75,0.548864,1043.7,"O,Zn,C,N,H,Br",0.150689,0.642194,1.07401,2.69052,4.55196
hMOF-5020261,8.75,7.75,0.759608,3331.6,"Zn,O,C,H,Br",0.0162757,0.0926264,0.154489,0.876581,4.52022
hMOF-5012881,10.75,9.25,0.732039,3909.2,"Zn,O,C,H",0.0273757,0.182363,0.264136,1.43938,5.11741
hMOF-5003369,4.25,3.25,0.276597,203.9,"Zn,O,C",0.17128,0.490605,0.752122,2.05977,2.83828
hMOF-7052,9.25,8.25,0.752385,3387.2,"Zn,O,C,H",0.020572,0.108513,0.203521,1.03158,6.00733
hMOF-5019760,8.75,7.75,0.73152,3514.6,"Zn,O,C,H",0.0526781,0.234193,0.419689,2.07374,7.11277
hMOF-5041721,4.25,2.25,0.167276,66.0,"O,Zn,C,N,H",0.103233,0.313475,0.618137,1.15534,1.42565
hMOF-5048723,6.25,3.25,0.581415,1975.6,"O,Zn,C,N,H",0.0709872,0.360967,0.7532,3.24656,8.17629
hMOF-25842,6.75,5.25,0.712901,2449.1,"O,Zn,C,N,H",0.101891,0.504671,1.016,4.32495,8.70168
hMOF-23603,10.25,9.25,0.754692,2496.3,"O,Zn,C,N,H,Cl",0.0236474,0.126299,0.213095,1.16101,8.13645
hMOF-5006818,6.75,5.25,0.575025,1824.6,"Zn,O,C,H,Cl",0.115054,0.525583,0.716658,3.21906,7.42014
hMOF-5035750,10.25,9.25,0.749429,3669.6,"O,Zn,C,N,H",0.0124992,0.046872,0.103565,0.537912,2.39851
hMOF-5035873,8.75,7.25,0.700252,3024.3,"O,Zn,C,N,H",0.0265391,0.151857,0.291008,1.38167,6.44286
hMOF-5002762,12.75,11.75,0.811719,3866.7,"Zn,O,C,H",0.0303351,0.0874781,0.154921,0.742153,3.87401
hMOF-22796,8.75,7.25,0.670504,2247.4,"O,Zn,C,N,H,F",0.0657281,0.256095,0.62564,2.90724,9.54717
hMOF-19884,12.25,11.75,0.754491,2547.3,"O,Zn,C,N,H,Cl",0.0384377,0.170884,0.342744,1.55162,5.61519
hMOF-5000353,7.75,5.75,0.662695,2015.7,"Zn,O,C,H,Br",0.0459194,0.183491,0.357836,1.49999,6.11993
hMOF-5033931,7.25,5.25,0.607842,2199.6,"O,Zn,C,N,H",0.0592897,0.265162,0.548092,2.34108,7.26965
hMOF-5048324,5.75,3.25,0.421578,424.4,"O,Zn,C,N,H,Br",0.143101,0.524645,0.873174,2.10397,3.33621
hMOF-5025800,8.75,5.25,0.787263,5259.3,"Zn,O,C,N,H",0.0239786,0.121516,0.245601,1.08999,7.54736
hMOF-5001665,4.75,3.25,0.26012,325.5,"Zn,O,C,H,F",0.126213,0.445451,0.932972,1.98079,3.14312
hMOF-12752,8.75,4.75,0.704255,2046.2,"Zn,O,C,H,Br",0.036175,0.163651,0.334022,1.65088,6.56067
hMOF-5006551,4.75,3.75,0.379776,914.0,"Zn,O,C,H",0.0317568,0.173436,0.315875,1.79852,4.26563
hMOF-18918,16.75,15.75,0.850992,5083.7,"O,Zn,C,N,H",0.00713997,0.0389005,0.0759545,0.398731,1.95906
hMOF-23468,5.75,5.25,0.512748,1272.5,"O,Zn,C,N,H",0.0797286,0.389732,0.731393,2.70092,4.99547
hMOF-3553,11.25,10.25,0.753927,3775.1,"Zn,O,C,N,H",0.0317748,0.155253,0.273007,1.07497,4.10468
hMOF-5016325,15.75,14.25,0.86245,3972.0,"Zn,O,C,H,Cl",0.0254511,0.123028,0.178411,0.825681,3.43751
hMOF-1148,11.75,10.75,0.820665,4280.9,"Zn,O,C,H",0.0222025,0.0947972,0.277032,0.962441,4.85424
hMOF-4529,14.75,13.75,0.852967,4581.8,"Zn,O,C,N,H",0.0157045,0.0820616,0.220527,1.18359,3.93852
hMOF-5048921,12.75,11.75,0.8201,4409.2,"O,Zn,C,N,H",0.0180186,0.064655,0.165347,0.68484,3.80299
hMOF-7572,4.25,3.25,0.241251,93.7,"Zn,O,C,H,Cl",0.0850608,0.458271,0.572191,1.22528,1.9218
hMOF-5039635,7.25,3.75,0.571903,2671.5,"O,Zn,C,N,H",0.0205584,0.100942,0.192221,0.980531,4.54227
hMOF-5047615,4.25,2.75,0.265417,237.9,"O,Zn,C,N,H",0.0574786,0.245584,0.515307,1.50498,2.33175
hMOF-5011152,5.75,2.75,0.454373,1090.0,"Zn,O,C,H",0.167289,0.42671,1.00577,3.2732,5.68284
hMOF-18244,13.75,12.25,0.840132,6010.3,"O,Zn,C,N,H",0.00630094,0.033905,0.060759,0.324648,1.68985
hMOF-24554,12.25,11.25,0.799435,3787.7,"O,Zn,C,N,H,F",0.0124824,0.0777973,0.156611,0.812228,4.48888
hMOF-5027541,10.25,5.75,0.818649,4589.5,"Zn,O,C,N,H",0.0279127,0.166382,0.306675,1.60144,8.49097
hMOF-5012742,7.75,4.25,0.642305,2031.0,"Zn,O,C,H,Cl",0.112022,0.502784,1.05703,4.45419,8.8853
hMOF-5007407,10.25,9.25,0.777259,4205.4,"Zn,O,C,H",0.0382829,0.112738,0.310767,1.31963,5.73315
hMOF-5049695,8.25,7.25,0.723918,3122.3,"O,Zn,C,N,H",0.019671,0.102644,0.186948,0.960475,5.33734
hMOF-877,8.25,4.75,0.661307,2929.4,"Zn,O,C,H,N",0.0410181,0.209431,0.403647,2.02715,8.30231
hMOF-5023697,20.25,18.75,0.890193,4847.0,"Zn,O,C,N,H,F",0.0315295,0.636783,0.613511,1.87666,4.83696
hMOF-4263,11.25,10.25,0.776202,3469.6,"Zn,O,C,H,N",0.0241464,0.128813,0.306592,1.26148,5.1045
hMOF-402,5.75,4.75,0.487916,1272.4,"Zn,O,C,H,N",0.0775542,0.379032,0.769678,2.62816,5.70635
hMOF-5034595,14.75,13.25,0.828399,4343.8,"O,Zn,C,N,H",0.0179505,0.0863482,0.169808,0.807567,4.1183
hMOF-5019484,3.75,2.75,0.30074,191.5,"Zn,O,C,H",0.00778018,0.0387434,0.0803217,0.355809,1.44796
hMOF-5001264,7.75,7.25,0.624951,2116.0,"Zn,O,C,H,Cl",0.0364076,0.189688,0.500028,1.98066,7.24004
hMOF-5004467,4.75,3.75,0.358904,619.1,"Zn,O,C,H,F",0.125203,0.696882,1.00749,3.257,4.71301
hMOF-5010355,7.75,6.25,0.631415,1665.3,"Zn,O,C,H,Cl",0.228223,0.702903,1.17691,2.9711,6.35175
hMOF-5032219,11.75,10.75,0.886997,5253.7,"Zn,O,C,N,H",0.019668,0.0792365,0.136358,0.780508,3.38449
hMOF-5053703,5.75,4.75,0.414628,904.2,"O,Zn,C,N,H,F",0.185279,0.696686,1.22079,2.74841,3.99841
hMOF-508,16.75,15.75,0.859378,4758.0,"Zn,O,C,H",0.0112653,0.054882,0.0994616,0.637498,2.35348
hMOF-12391,5.25,2.75,0.390844,365.7,"Zn,O,C,H,Br",0.265298,0.884984,1.396,2.48334,3.31734
hMOF-5042690,7.25,3.75,0.66404,3160.1,"O,Zn,C,N,H",0.0753483,0.354965,0.746787,3.90303,11.7545
hMOF-5023973,8.25,4.25,0.653817,2608.4,"Zn,O,C,N,H",0.0443067,0.271056,0.541638,2.51089,8.57743
hMOF-5024365,6.25,4.75,0.555724,1871.7,"Zn,O,C,N,H",0.093929,0.420084,0.779344,2.58699,6.30677
hMOF-5055415,7.25,6.25,0.772136,3931.0,"O,Zn,C,N,H",0.0400476,0.201356,0.403017,2.06713,10.7259
hMOF-5051865,6.25,4.75,0.62078,2340.7,"O,Zn,C,N,H,F",0.0368057,0.189718,0.362367,1.64808,5.46306
hMOF-16517,6.25,5.25,0.560117,1228.9,"Zn,O,C,H,F",0.410236,1.6582,2.91817,6.01328,8.06417
hMOF-5028275,11.25,9.25,0.827286,3386.9,"Zn,O,C,N,H,Cl",0.0556126,0.199718,0.385512,1.34595,5.68884
hMOF-5055215,13.25,12.25,0.856767,4316.9,"O,Zn,C,N,H",0.0135201,0.0721074,0.153228,0.747923,3.76301
hMOF-5049891,8.25,6.75,0.769886,1765.5,"O,Zn,C,N,H,Cl",0.429256,1.72191,2.26483,4.78511,9.4699
hMOF-10218,9.25,7.75,0.727528,3110.1,"Zn,O,C,H,N",0.0328307,0.141351,0.24781,1.17353,5.53163
hMOF-5021096,6.25,4.75,0.598879,1710.8,"Zn,O,C,H,Cl",0.108347,0.47424,0.9699,4.01598,7.60301
